count,date,btc_index,eth_per,ltc_per,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,count_vendors,sum,txVolume(USD)_e_e,txCount_e_e,marketcap(USD)_e_e,price(USD)_e_e,exchangeVolume(USD)_e_e,generatedCoins_e_e,fees_e_e,activeAddresses_e_e,txVolume(USD)_l,txCount_l,marketcap(USD)_l,price(USD)_l,exchangeVolume(USD)_l,generatedCoins_l,fees_l,activeAddresses_l,Price_futures,VIX Close,cyber_attack_index,hashrate,diff,dum_future,btc_per,cyber_attack
271,5/7/16,35,3,1,850965390.5,205930,7131120000,459.64,38364500,3925,39.14983796,null,2,7237,14177187.12,35795,743166000,9.32,10806500,31573.125,24.22782343,14187,29457242.61,6107,174435000,3.82,3278610,15325,21.0043449,null,0,14.72,31,1438754.38,1.79E+11,0,140,62
272,5/8/16,34,3,1,700913767.4,188407,7114060000,458.43,40315000,3950,33.2972932,null,4,7241,13341710.99,39960,748030000,9.37,15031000,31849.21875,28.90090128,14765,9638749.017,5076,179835000,3.94,1783970,14550,14.76875708,null,0,14.72,36,1332179.981,1.79E+11,0,102,72
273,5/9/16,37,4,1,796732408.7,219042,7112510000,458.21,55493100,4550,40.20558953,null,2,7243,19259678.75,38421,758000000,9.49,13085300,31801.40625,26.34193389,15276,24910226.92,6498,179947000,3.94,3120940,12975,24.28343867,null,0,14.57,75,1447635.58,1.79E+11,0,111,150
274,5/10/16,39,3,1,902078658,244647,7150370000,460.52,58956100,3775,47.4314852,null,0,7243,19192356.12,40566,741417000,9.28,9321790,31700.9375,27.70144955,15295,32085022.25,6771,185501000,4.06,3688200,14900,26.81797449,null,0,13.63,56,1536447.578,1.79E+11,0,117,112
275,5/11/16,33,4,1,998509870.1,233956,7002230000,450.86,50605200,3550,45.76986266,null,3,7246,28794883.36,40649,753600000,9.43,15267500,31253.125,31.62682582,16736,25620328.99,6950,174695000,3.82,2458140,15050,34.04417282,null,0,14.69,56,1403229.58,1.79E+11,0,99,112
276,5/12/16,36,4,1,981845574.1,230583,7028330000,452.45,59849300,3400,47.20083438,null,4,7250,32664390.06,44830,798952000,10,24137700,32257.03125,39.26253972,17109,28303709.75,6784,177543000,3.88,1798920,13600,19.80341518,null,0,14.41,52,1284309.113,1.91E+11,0,108,104
277,5/13/16,33,5,1,1020587775,231610,7067270000,454.85,60845000,3800,45.43229556,null,6,7256,81784685.89,47587,804647000,10.06,31276900,32196.71875,43.19000994,18489,23681275.82,7339,176401000,3.86,2624100,14050,19.48893822,null,0,15.04,59,1342247.87,1.94E+11,0,99,118
278,5/14/16,29,4,0.1,823142176.3,215554,7084100000,455.82,37209000,3425,50.3128398,null,4,7260,62166782.18,45649,840395000,10.51,18808000,31667.8125,35.45133507,16644,29714798.21,6230,179752000,3.93,2444920,14050,20.32839181,null,0,15.04,35,1467781.843,1.94E+11,0,87,70
279,5/15/16,30,3,1,834336870.6,201271,7084760000,455.76,28514000,3725,45.95442627,null,0,7260,15320022.31,42986,819399000,10.24,9218400,31805.46875,31.30520736,16087,21588278.41,6297,183781000,4.01,2096570,15200,18.48645243,null,0,15.04,50,1390530.167,1.94E+11,0,60,100
280,5/16/16,32,6,1,1034723510,229720,7114740000,457.59,59171500,3400,57.46503729,null,4,7264,14878197.23,37150,798116000,9.97,29079900,31514.6875,27.59843982,15262,31057449.6,7234,186086000,4.06,3632510,15750,20.77458564,null,0,14.68,52,1342247.87,1.94E+11,0,64,104
281,5/17/16,32,5,1,1066573230,245576,7060730000,454.01,64100300,3675,59.30719853,null,2,7266,14809048.7,40019,896505000,11.19,37198700,32192.1875,28.46673738,16884,39088065.53,7084,183427000,4,2663640,15450,20.65032422,null,0,15.57,43,1361560.789,1.94E+11,0,64,86
282,5/18/16,31,7,1,930059750.6,227218,7057390000,453.69,86850100,3425,56.06489733,null,6,7272,22172358.94,45760,975878000,12.18,65389900,32404.375,35.07004511,19509,22329782.25,6848,182396000,3.98,2377740,14650,20.58130975,null,0,15.95,60,1361560.789,1.94E+11,0,62,120
283,5/19/16,34,7,1,940714321.1,222218,7072090000,454.52,96027400,3325,56.90397611,null,3,7275,36040562.45,44361,1085570000,13.54,53757500,31903.59375,33.14467512,18334,24066493.45,6423,183495000,4,3380010,14150,24.26128308,null,0,16.33,26,1487094.762,1.94E+11,0,68,52
284,5/20/16,34,7,1,739035694,216872,6813080000,437.79,81987900,3650,52.9228097,null,5,7280,33602814.49,44957,1191080000,14.85,50544100,32089.6875,38.02796937,17302,24959419.76,5807,175409000,3.82,3638250,13875,18.78325553,null,0,15.2,64,1168431.599,1.94E+11,0,68,128
285,5/21/16,29,5,1,573839889.9,192998,6895230000,442.97,42762300,3500,54.88698062,null,1,7281,13659739.83,41727,1098220000,13.69,24648400,31835.78125,35.79993114,16643,16690402.96,5785,178150000,3.88,1938010,14150,17.78152859,null,0,15.2,15,1438812.464,1.94E+11,0,58,30
286,5/22/16,28,5,1,500250667.8,181706,6900700000,443.22,39657600,4525,45.46452162,null,1,7282,9438789.697,38433,1126810000,14.04,17938900,32260,28.87608911,15542,17376734.18,5833,181558000,3.96,1849720,13775,20.32938345,null,0,15.2,26,1361560.789,1.94E+11,0,56,26
287,5/23/16,32,6,0.1,677323495.8,211367,6842470000,439.35,50582500,4675,50.42729631,null,2,7284,17881207.83,43655,1146470000,14.28,23842800,32080.625,29.63440934,18109,19931775.56,6288,180067000,3.92,1868020,14250,20.4921289,null,0,15.82,65,1776788.547,1.94E+11,0,64,65
288,5/24/16,33,5,1,829548810.9,241931,6921460000,444.29,65783100,3600,60.77803308,null,9,7293,23464157.54,42785,1068670000,13.31,41560600,32003.28125,28.59580668,17253,18448274.83,5459,182003000,3.96,1742000,14925,17.73038054,null,0,14.42,26,1747819.168,1.94E+11,0,66,26
289,5/25/16,34,7,1,1283595925,259111,6950690000,446.06,65231000,3425,61.80705711,null,59,7352,21957301.31,46282,1027940000,12.79,27444700,32357.03125,32.73341817,17709,24374899.11,6118,181463000,3.95,2765530,15175,29.38275202,null,0,13.9,66,1456454.923,1.95E+11,0,68,66
290,5/26/16,33,6,1,1346768653,222402,7008500000,449.67,65203800,3450,54.70048666,null,1,7353,16054008.17,50948,1006080000,12.52,20764000,32044.375,35.55839584,24303,33971254.56,5875,185862000,4.05,2530850,14150,26.65358793,null,0,13.43,32,1377192.07,1.99E+11,0,66,32
291,5/27/16,35,6,1,1607515633,208822,7070010000,453.52,164781000,3225,67.35796521,null,4,7357,32401610.94,48529,996293000,12.39,57496400,32321.71875,37.99566145,19766,96127507.92,8797,187948000,4.09,10821100,14025,23.57276923,null,0,13.12,37,1357376.357,1.99E+11,0,70,37
292,5/28/16,40,6,1,1536056837,201879,7375780000,473.03,181199000,3775,57.37445522,null,3,7360,25072096.12,68241,911724000,11.33,47274800,32318.59375,80.97278645,25572,63696697.01,7878,207386000,4.51,11564700,15125,22.8959767,null,0,13.12,16,1377192.07,1.99E+11,0,80,16
293,5/29/16,47,4,1,1113016551,180413,8226500000,527.48,148737000,3700,48.31942131,null,3,7363,12174437.1,45291,974784000,12.11,28598400,31969.21875,38.78872291,18727,51148111.07,6492,215630000,4.69,7351420,14175,19.57374522,null,0,13.12,51,1317744.93,1.99E+11,0,141,51
294,5/30/16,48,5,1,938181294.3,207063,8243960000,528.47,87958700,3400,57.85879848,null,5,7368,12484729.18,42691,992329000,12.33,14733800,32007.1875,31.85574682,17501,74753709.78,7296,213115000,4.63,3805050,11875,22.52114271,null,0,13.12,36,1456454.923,1.99E+11,0,144,36
295,5/31/16,44,6,1,1089985219,215123,8335100000,534.19,138450000,3375,51.13340226,null,2,7370,13010027,44174,1026410000,12.74,42433400,31529.21875,31.15423768,18219,58254948.45,7905,215697000,4.69,5187600,11650,20.96705989,null,0,14.19,30,1436639.21,1.99E+11,0,132,30
296,6/1/16,42,6,1,954066952.2,226144,8288680000,531.11,86061800,3175,55.93681666,null,4,7374,11117655.53,41938,1136900000,14.11,22471300,32147.96875,31.20075421,17480,70807666.74,6913,214171000,4.65,4577160,10850,17.13160519,null,0,14.2,48,1258297.79,1.99E+11,0,126,48
297,6/2/16,38,6,1,1013607535,235814,8375000000,536.51,60378200,3700,59.08308138,null,0,7374,6988740.879,39467,1127830000,13.99,10477200,32182.1875,25.8601071,17324,21101910.04,7397,218428000,4.74,2121360,11475,21.05877044,null,0,13.63,49,1426731.353,1.99E+11,0,114,49
298,6/3/16,46,6,1,793355421.5,237363,8395070000,537.68,122020000,3500,55.80050103,null,1,7375,8607840.175,39713,1108220000,13.74,22981500,32272.1875,25.24008971,16847,21784235.97,9301,217333000,4.72,4061990,14550,26.24118848,null,0,13.47,28,1367284.213,1.99E+11,0,138,28
299,6/4/16,44,5,1,678629467.4,199915,8897080000,569.71,94925300,3125,46.8187595,null,4,7379,6447793.656,37751,1118460000,13.86,15792400,32141.5625,24.38353275,16495,21063692.25,4744,224016000,4.86,3214800,15075,17.17054109,null,0,13.47,31,1406915.64,1.99E+11,0,132,31
300,6/5/16,40,5,1,807885691.6,189523,8955060000,573.31,68874100,4000,44.88704809,null,6,7385,6261589.748,37754,1110690000,13.76,11088400,31583.125,23.83880608,16429,19020884.42,3470,221106000,4.8,2257820,14425,15.90007045,null,0,13.47,21,1179034.937,1.99E+11,0,120,42
301,6/6/16,41,4,0.1,833467262.2,207479,8977700000,574.6,72138900,4125,47.21558963,null,2,7387,6723135.922,38518,1130350000,14,8720400,32371.875,25.86618627,17409,19570558.22,4266,221912000,4.81,2993510,16050,21.65300083,null,0,13.65,56,1694243.482,1.99E+11,0,123,112
302,6/7/16,44,5,1,1022501399,236423,9149580000,585.45,107770000,3600,55.8339134,null,2,7389,13967639.38,46008,1126330000,13.95,21421600,31945.9375,67.48211214,17192,28060960.53,4185,228462000,4.95,3881380,15200,22.52558648,null,0,14.05,71,1684335.625,1.99E+11,0,132,142
303,6/8/16,38,5,1,996399102,237046,9022250000,577.17,80265800,3800,51.62652314,null,1,7390,31226829.07,40289,1172230000,14.51,16941800,32302.96875,28.43081219,17780,20300131.58,3944,220210000,4.77,3507640,15150,20.08963051,null,0,14.08,44,1406915.64,1.99E+11,0,114,88
304,6/9/16,39,5,1,982152040.2,231326,9103080000,582.2,71301000,3975,51.82199532,null,3,7393,6670070.204,39565,1166450000,14.43,8256830,32225.9375,28.89476701,17198,20600176.37,3620,220448000,4.78,6438540,14875,20.23277494,null,0,14.64,84,1403462.34,1.96E+11,0,117,168
305,6/10/16,35,5,1,1096886027,229842,9005920000,575.84,66991900,3550,53.72593033,null,2,7395,12872878.82,40048,1162500000,14.38,11312900,31164.21875,28.89651161,17681,28449799.65,3760,219324000,4.75,6975970,13475,20.56711783,null,0,17.03,32,1608133.931,1.96E+11,0,105,64
306,6/11/16,36,3,1,924190926.9,218147,9052360000,578.67,82357000,3950,47.37804929,null,1,7396,7331480.366,36776,1125180000,13.91,12176500,32371.71875,27.22463024,14568,25556320.84,3650,225407000,4.88,10294700,15225,24.05214114,null,0,17.03,31,1403462.34,1.96E+11,0,108,62
307,6/12/16,54,5,1,1397766599,203533,9539850000,609.68,277085000,3650,49.46632514,null,2,7398,15608527.54,42385,1148070000,14.19,38210300,32220.625,29.164101,18480,54010094.26,4839,234022000,5.07,13753200,15075,28.6175284,null,0,17.03,41,1520417.535,1.96E+11,0,216,41
308,6/13/16,70,8,1,1598588975,247755,10511900000,671.65,243295000,4000,62.62270771,null,7,7405,18625608.06,45771,1276930000,15.77,38023400,32224.21875,36.90645282,21158,49043467.41,5530,250146000,5.41,8668280,14375,38.89841532,null,0,20.97,51,1422954.872,1.96E+11,0,280,51
309,6/14/16,57,7,2,1382672148,245517,11028900000,704.5,186694000,3500,69.45728781,null,4,7409,24910990.22,49857,1426500000,17.61,64412200,32145.46875,38.46921144,21345,44518544.59,5333,245165000,5.31,8488220,14025,27.24013961,null,0,20.5,60,1569148.866,1.96E+11,0,228,60
310,6/15/16,50,8,1,1176417610,234777,10736600000,685.68,99223800,3275,75.32030966,null,4,7413,17362158.47,43059,1531790000,18.91,19393400,31867.03125,30.45637591,19197,38357346.72,4994,241446000,5.22,3917000,14775,25.14679038,null,0,20.14,57,1296253.41,1.96E+11,0,200,57
311,6/16/16,64,7,1,1598041674,293269,10908900000,696.52,271634000,4200,88.94880564,null,5,7418,27213052.32,42787,1488420000,18.36,38531000,31877.65625,40.81529225,17846,41505082.7,6116,242907000,5.25,9930590,14625,24.79148762,null,0,19.37,53,1500925,1.96E+11,0,256,53
312,6/17/16,62,19,1,1702827057,255505,12038900000,768.49,363321000,3750,79.28862886,null,0,7418,86871706.84,63730,1674540000,20.65,199408000,33412.65625,229.3060042,26406,136361199.5,6739,262382000,5.67,12383200,13925,25.11602325,null,0,19.41,37,1452193.67,1.96E+11,0,248,37
313,6/18/16,55,16,2,1327316734,229992,11732600000,748.76,252718000,3650,69.57122262,null,1,7419,79113407.83,57751,1247530000,15.38,133937000,34390.9375,271.1949112,24515,45638890.29,4307,259298000,5.6,7878070,16375,22.365308,null,0,19.41,15,1452193.67,1.96E+11,0,220,15
314,6/19/16,50,11,2,1229385908,226148,11859800000,756.69,136185000,4650,64.65384511,null,3,7422,20269851.81,50584,906292000,11.17,69783600,33195.46875,54.12748468,21471,28683508.09,4088,257369000,5.56,3760240,15850,17.92317659,null,0,19.41,15,1549656.33,1.96E+11,0,200,15
315,6/20/16,52,12,2,1481659705,236914,11976700000,763.93,174511000,3850,74.30673105,null,1,7423,32009615.75,46698,993503000,12.24,58143600,31714.84375,51.76721771,20550,30391332.7,4643,260458000,5.63,4154880,14200,22.01664062,null,0,18.37,44,1725089.12,1.96E+11,0,208,44
316,6/21/16,57,8,2,1687286877,253978,11540000000,735.88,309944000,3850,77.43212489,null,4,7427,21124909.5,47092,960014000,11.82,69245600,31988.4375,82.84443513,20630,49402676.51,5379,244250000,5.27,11984800,14625,24.55611186,null,0,18.48,57,1598387.66,1.96E+11,0,228,57
317,6/22/16,54,9,1,1394903151,233584,10445300000,665.91,266393000,3400,75.06229905,null,3,7430,27236334.6,48353,1072510000,13.2,96994100,32670.625,51.44506417,22426,49911879.71,5249,223663000,4.83,11522400,14050,23.38386702,null,0,21.17,44,1551383.97,2.06E+11,0,216,44
318,6/23/16,54,8,1,1593548189,244527,9373190000,597.44,253462000,3475,79.04830316,null,0,7430,23490805.4,41237,1074240000,13.22,30806400,31848.125,31.97826969,19008,64908169.16,7012,181586000,3.92,11138900,12975,23.93071403,null,0,17.25,41,1343144.51,2.09E+11,0,216,41
319,6/24/16,77,6,1,1484515958,233882,9816730000,625.58,224317000,3025,74.14847585,null,0,7430,15367720.47,45105,1112590000,13.68,33332900,32171.875,39.42674817,19561,54754407.86,5548,178563000,3.85,9364750,13700,21.63193754,null,0,25.76,28,1457676.21,2.09E+11,0,308,28
320,6/25/16,53,6,1,1138260154,220351,10442000000,665.28,126656000,4050,65.4431433,null,1,7431,17981538.11,36529,1163530000,14.3,15383100,31685.9375,28.30164822,17644,37742829.82,4440,198221000,4.27,6057000,14150,20.14715138,null,0,25.76,11,1353556.48,2.09E+11,0,212,11
321,6/26/16,44,4,1,886308067.8,180131,10454900000,665.93,109225000,3700,53.22804044,null,2,7433,8879312.034,41513,1160590000,14.26,14747600,32314.6875,27.46798579,21208,37042034.09,4139,196813000,4.24,4480920,12525,19.99757168,null,0,25.76,42,1728387.51,2.09E+11,0,132,84
322,6/27/16,50,5,1,1004053021,207489,9882840000,629.35,122134000,3650,57.53511177,null,5,7438,9013527.234,39529,1124170000,13.81,10994700,32094.84375,27.65805652,18469,29418753.01,4129,187984000,4.05,2749620,16100,19.62585121,null,0,23.85,22,1530560.02,2.09E+11,0,150,44
323,6/28/16,45,6,1,917548218.1,212450,10336800000,658.1,138385000,3775,58.95493673,null,14,7452,21720485.63,42923,1134340000,13.93,43436600,32161.40625,32.10017793,20243,37088212.68,4321,192051000,4.14,2867420,15175,19.63640606,null,0,18.75,53,1530560.02,2.09E+11,0,135,106
324,6/29/16,42,6,1,947304620,228247,10119600000,644.12,142456000,3400,64.40671655,null,8,7460,15430631.71,49707,991926000,12.17,26982800,31870,56.85645211,19017,25216848.55,4850,190440000,4.1,2211450,14900,20.42070113,null,0,16.64,36,1551383.97,2.09E+11,0,126,72
325,6/30/16,44,6,1,973143709.1,231190,10066400000,640.59,138980000,3925,61.74466208,null,0,7460,10947244.52,63819,1027260000,12.6,15801300,31982.96875,87.88741116,19129,24413071.18,4402,189371000,4.08,2864910,14175,17.08240867,null,0,15.63,50,1520148.05,2.09E+11,0,132,100
326,7/1/16,54,6,1,1047328919,213651,10570600000,672.51,134431000,4225,59.67117715,null,0,7460,10696549.23,39552,1014220000,12.44,17236500,32621.40625,45.45409621,18577,34715944.15,4294,194823000,4.19,6987180,14125,21.35356971,null,0,14.77,21,1561795.94,2.09E+11,0,162,42
327,7/2/16,52,5,1,992966183.1,198822,10639600000,676.73,112354000,3500,54.31156312,null,3,7463,5656333.35,39186,996510000,12.22,8987070,31916.5625,24.37560555,19153,34017958.29,3743,198801000,4.28,16646200,15700,16.48300892,null,0,14.77,24,1634679.75,2.09E+11,0,156,48
328,7/3/16,55,6,1,955587984.9,177462,11086100000,704.97,129512000,3700,45.42093877,null,3,7466,6230248.185,39621,989132000,12.12,10588700,32039.6875,30.72687659,18783,74521819.19,3739,216679000,4.66,7659710,15250,18.05402897,null,0,14.77,12,1551383.97,2.09E+11,0,165,24
329,7/4/16,49,7,2,1152586284,205439,10362700000,658.8,92008400,4025,51.07656451,null,2,7468,13692861.96,39825,954849000,11.7,12943500,32137.1875,26.77288096,19745,45562950.54,3868,198695000,4.27,5062640,15475,22.47788399,null,0,14.77,36,1603443.84,2.09E+11,0,147,72
330,7/5/16,51,8,1,1071827647,208626,10749100000,683.21,130476000,3175,55.49520163,null,2,7470,41255884.68,38506,935730000,11.46,45526900,31581.5625,30.15888166,19619,47381925.95,3755,212025000,4.56,4707390,15325,21.79421041,null,0,15.58,50,1601825.83,2.10E+11,0,153,100
331,7/6/16,52,5,1,1038763158,215356,10550300000,670.42,134961000,3850,55.44005884,null,0,7470,11233399.33,37712,864063000,10.58,18137300,32354.84375,29.69207732,18933,40404527.91,3886,207751000,4.46,3238960,14125,18.26868352,null,0,14.96,36,1538177.12,2.13E+11,0,156,72
332,7/7/16,56,5,0.1,1399576904,219484,10673400000,678.09,258091000,3550,57.92382628,null,4,7474,10391924.66,40329,861144000,10.54,15407200,31895.9375,26.61330045,19140,52237806.96,4356,209306000,4.5,6277860,12300,37.10987977,null,0,14.76,44,1485136.53,2.13E+11,0,168,88
333,7/8/16,54,4,1,1064846422,211032,10086900000,640.69,141970000,3525,56.73079735,null,2,7476,6983290.703,42210,827090000,10.12,20039800,31949.53125,39.34748355,19847,38975751.99,3770,191626000,4.12,5033530,10000,19.85182555,null,0,13.2,33,1463920.3,2.13E+11,0,162,66
334,7/9/16,68,5,2,921359524,193638,10493800000,666.38,180536000,3325,51.39676081,null,0,7476,6762488.684,39896,933946000,11.42,17254800,32798.125,49.11468467,19189,34369447.36,3679,197337000,4.24,6256370,12050,17.07420016,null,0,13.2,21,1538177.12,2.13E+11,0,204,42
335,7/10/16,56,4,1,726257436.5,162824,10247300000,650.6,102532000,1975,38.49881921,null,3,7479,7280454.957,39242,896899000,10.96,5479240,31965.46875,27.64605388,19176,32214106.56,3293,191996000,4.12,3039620,15150,23.28181774,null,0,13.2,24,1580609.59,2.13E+11,0,168,48
336,7/11/16,50,5,1,900584541.3,206790,10215200000,648.48,107910000,1825,53.76762309,null,5,7484,8823086.689,38430,895670000,10.94,13098000,31985.3125,28.54869326,18951,29564528.56,3843,192038000,4.12,3282920,15925,30.67572892,null,0,13.54,28,1654866.42,2.13E+11,0,150,56
337,7/12/16,51,4,1,995187228.5,213788,10213100000,648.28,138173000,1737.5,49.45551314,null,4,7488,9048467.201,39597,855555000,10.45,11127700,31757.34375,32.63863904,19669,35450718.29,3794,190754000,4.09,2734250,17525,16.88378118,null,0,13.55,42,1516960.89,2.13E+11,0,153,84
338,7/13/16,50,4,1,973726030.1,219639,10474500000,664.8,131449000,1700,53.63720094,null,4,7492,9904930.47,35569,860770000,10.51,6715660,32157.96875,24.74975016,17211,26930297.94,3298,194119000,4.16,2215370,15825,20.9718808,null,0,13.04,28,1516960.89,2.13E+11,0,150,56
339,7/14/16,44,6,1,816805190.2,219477,10288400000,652.92,98511400,1712.5,59.4353237,null,5,7497,9857487.932,42593,868509000,10.6,23621900,31815.15625,32.40964188,19792,33458320.53,3367,193166000,4.14,1663660,15475,17.43204761,null,0,12.82,27,1379055.35,2.13E+11,0,132,54
340,7/15/16,44,5,1,1439107637,222088,10387900000,659.17,81673100,1700,56.51795062,null,5,7502,44925963.72,40991,942817000,11.5,26838900,31884.6875,29.14697037,19467,21621729.07,4997,193859000,4.15,1668020,13750,30.45351582,null,0,12.67,48,1506352.77,2.13E+11,0,132,96
341,7/16/16,44,4,0.1,903732989.9,186323,10461700000,663.78,50330200,1962.5,50.12166544,null,4,7506,9320870.591,37999,977658000,11.92,10445700,32166.09375,23.88086019,18613,22658127.75,3678,193834000,4.15,1378140,15600,20.03208075,null,0,12.67,12,1432095.94,2.13E+11,0,132,24
342,7/17/16,45,5,1,973334032.1,172358,10434700000,661.99,74407900,1937.5,49.53294968,null,2,7508,8881489.736,33849,953762000,11.62,17921600,31781.71875,19.64701243,16016,27601168.07,3526,193199000,4.14,2155230,15900,13.26747687,null,0,12.67,21,1665474.54,2.13E+11,0,90,42
343,7/18/16,46,5,1,962516943.7,212428,10716800000,679.81,69465000,1775,56.98358766,null,2,7510,31952619.34,39107,917151000,11.17,15931900,32498.125,25.65326528,17855,23826894.52,3504,196145000,4.2,1577810,14800,13.20897698,null,0,12.44,46,1580609.59,2.13E+11,0,92,92
344,7/19/16,47,5,1,992608903.7,222923,10606500000,672.74,61203300,1637.5,60.75289122,null,2,7512,107762534.4,44086,907135000,11.05,21730000,31773.90625,29.21789857,25050,29958465.98,3242,194028000,4.15,1563330,13825,16.04551466,null,0,11.97,36,1581302.69,2.13E+11,0,94,72
345,7/20/16,43,9,1,997993398.5,220556,10608600000,672.81,94636400,1812.5,60.19119997,null,3,7515,162825323.3,49675,952143000,11.59,60226100,31911.09375,75.58568767,22501,32095430.46,3825,193958000,4.15,1908710,14050,26.67012022,null,0,11.77,35,1358434.53,2.13E+11,0,86,70
346,7/21/16,41,8,1,970863342.4,227520,10490300000,665.23,60491800,1762.5,65.0466904,null,3,7518,21921878.04,44687,1024000000,12.46,24636900,32787.5,34.21052072,21053,26699496.12,3912,193228000,4.13,1422410,13575,17.39838195,null,0,12.74,29,1591915.46,2.13E+11,0,82,58
347,7/22/16,43,7,1,978930815.2,216016,10486600000,664.92,134169000,1575,61.69430679,null,5,7523,38482684.01,48288,1040640000,12.66,74779500,31690.625,37.41784761,23021,28779348.67,3621,192936000,4.13,2677970,13325,19.90173304,null,0,12.02,47,1411498.38,2.13E+11,0,86,94
348,7/23/16,39,8,0.1,732684147.3,199568,10263700000,650.73,69532200,1550,63.43337972,null,2,7525,38582313.11,44923,1206190000,14.67,32489700,32391.25,33.0563052,20893,21659851.17,3013,189102000,4.04,1568890,13500,14.1403299,null,0,12.02,29,1369047.3,2.13E+11,0,78,58
349,7/24/16,40,9,1,937138761.4,189154,10338600000,655.41,118184000,1700,51.59106574,null,1,7526,183314006.2,58122,1176250000,14.3,77750800,31480,37.34635349,26649,37249354.73,3322,190145000,4.06,1839420,13975,11.45279189,null,0,12.02,25,1390272.84,2.13E+11,0,120,75
350,7/25/16,41,8,1,728930949.9,224609,10431900000,661.26,78176500,1600,66.04713758,null,4,7530,125016413.7,54691,1048920000,12.74,36673800,31991.5625,39.43033771,23721,25472166.08,3626,190621000,4.07,1535980,14875,13.37185109,null,0,12.87,52,1337208.99,2.13E+11,0,123,156
351,7/26/16,43,12,1,1098797313,244678,10321900000,654.23,225135000,1612.5,72.63283781,null,0,7530,287407809.7,61701,1137660000,13.82,94428800,30770,45.48888508,29191,39690744.26,4685,189020000,4.04,2545920,13875,16.49044931,null,0,13.05,35,1400885.61,2.13E+11,0,129,105
352,7/27/16,48,10,1,1167229696,232473,10281900000,651.63,147461000,1575,73.29382559,null,1,7531,150289144.2,51992,992645000,12.05,58278800,32945.3125,38.24012561,27087,30696437.32,3699,185692000,3.96,1847300,15100,15.55374556,null,0,12.83,78,1369047.3,2.13E+11,0,144,234
353,7/28/16,41,7,1,1044402320,239230,10328100000,654.49,86428400,1700,74.07182608,null,4,7535,99187877.87,48344,1069560000,12.98,24603900,32354.21875,63.95126238,23696,19197196.11,3112,185791000,3.97,1728410,13850,13.69800344,null,0,12.72,75,1358434.53,2.13E+11,0,123,225
354,7/29/16,41,6,1,980850508.9,223858,10338900000,655.11,60703500,1775,68.48976153,null,1,7536,68574948.77,46930,1058220000,12.84,14082300,31939.375,45.68204827,21508,25636323.74,3075,186270000,3.97,1744370,15800,14.18725835,null,0,11.87,33,1453949.46,2.13E+11,0,123,99
355,7/30/16,40,6,0.1,544046226.2,204257,10370100000,657.01,38456100,1525,65.63051629,null,1,7537,48195345.19,41925,1055410000,12.8,9047810,31641.71875,29.99046921,20209,24952128.42,3269,191389000,4.08,1388580,13850,14.49533281,null,0,11.87,37,1560077.15,2.13E+11,0,120,111
356,7/31/16,41,7,1,786706298.3,203000,10340900000,655.1,110818000,1875,74.87732068,null,4,7541,45082665.92,48662,1026310000,12.44,25441400,32219.53125,30.3715109,21058,22490791.82,3053,191302000,4.08,1921460,15700,16.39403871,null,0,11.87,20,1262919.6,2.13E+11,0,123,40
357,8/1/16,47,6,1,756096446.6,219291,9860620000,624.6,121887000,1987.5,75.28575577,null,5,7546,64720923.43,45919,981735000,11.89,23999500,31594.375,30.44180227,21247,43930477.86,4259,190585000,4.06,1991690,14775,21.0362896,null,0,12.44,42,1634366.54,2.13E+11,0,141,84
358,8/2/16,56,11,1,1417139845,242337,9574320000,606.4,330933000,1912.5,76.88566668,null,3,7549,111269769.1,48872,903978000,10.95,88803300,31355.15625,33.96400381,19844,50771760.07,4601,181673000,3.87,5039290,15325,19.51506032,null,0,13.37,46,1623753.77,2.13E+11,0,168,92
359,8/3/16,100,10,1,915543844.4,241344,8663670000,548.66,207982000,1987.5,77.70335801,null,1,7550,77771645.16,49346,733204000,8.88,53979400,31703.90625,33.0260361,22255,44400548.21,5188,170828000,3.64,2875880,15100,17.88189225,null,0,12.86,50,1555605.72,2.11E+11,0,300,100
360,8/4/16,67,7,0.1,1193853081,237645,8943870000,566.33,125292000,1900,71.51397495,null,5,7555,37980242.89,46559,851992000,10.31,38151400,32856.5625,32.41190047,21442,32595688.34,3841,174289000,3.71,1593350,15025,12.54090384,null,0,12.42,57,1686075.87,2.02E+11,0,201,114
361,8/5/16,52,5,1,987189629.1,230492,9133690000,578.28,66127900,2150,72.86986373,null,0,7555,46228154.42,43089,910856000,11.02,15487900,32232.03125,29.4046126,20389,32728371.87,3526,175755000,3.74,1162030,15175,11.87662415,null,0,11.39,38,1535533.39,2.02E+11,0,156,76
362,8/6/16,42,4,1,592728385.1,200155,9083510000,575.03,80797300,2087.5,62.67147413,null,5,7560,19791860.79,41377,902752000,10.92,16712600,31586.09375,26.05450904,19233,23637210.85,3356,174833000,3.72,1371060,14500,12.47697706,null,0,11.39,17,1696112.04,2.02E+11,0,126,34
363,8/7/16,47,5,1,603557735.5,185003,9285940000,587.77,82398400,1787.5,62.16136973,null,2,7562,22798647.89,42880,898340000,10.86,16551000,32294.84375,27.69603243,19758,33811413.88,3686,176649000,3.76,1335400,13400,14.89216874,null,0,11.39,59,1676039.71,2.02E+11,0,141,118
