count,date,btc_index,eth_per,ltc_per,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,count_vendors,sum,txVolume(USD)_e_e,txCount_e_e,marketcap(USD)_e_e,price(USD)_e_e,exchangeVolume(USD)_e_e,generatedCoins_e_e,fees_e_e,activeAddresses_e_e,txVolume(USD)_l,txCount_l,marketcap(USD)_l,price(USD)_l,exchangeVolume(USD)_l,generatedCoins_l,fees_l,activeAddresses_l,Price_futures,VIX Close,cyber_attack_index,hashrate,diff,dum_future,btc_per,cyber_attack
93,11/11/15,46,1,1,1186976760,169072,5037510000,339.82,107070000,4400,29.7730857,null,5,6846,283710.3599,10173,70236200,0.941296,1278580,27819.0625,23.07679133,2033,25450266.87,5879,134388000,3.12,3648510,13675,49.19657351,null,0,16.06,8,442536.7022,62253982450,0,138,24
94,11/12/15,42,1,1,879394165.2,156092,4657240000,314.08,78477800,3850,25.70328366,null,18,6864,223759.7949,9500,59448700,0.796455,806156,28032.03125,25.8891012,1807,14061890.27,5918,128180000,2.97,4133180,14050,30.63821521,null,0,18.37,5,579380.21,65848255180,0,126,15
95,11/13/15,38,1,1,925155228.2,155745,5020700000,338.5,52003000,3900,25.81424242,null,4,6868,423125.5517,7830,67777000,0.907722,543671,28185.15625,14.58330246,1805,14257572.08,5034,141013000,3.27,2247490,14350,57.52943158,null,0,20.08,8,477906.8399,65848255180,0,114,24
96,11/14/15,32,0.1,1,1013663678,153508,4994250000,336.62,38612000,3850,24.56846514,null,3,6871,256807.2196,7187,67631900,0.905469,372514,28357.65625,18.53403351,1797,12656808.83,6076,139106000,3.22,1293740,13200,59.82461465,null,0,20.08,7,546646.8648,65848255180,0,96,21
97,11/15/15,33,1,1,666535296.7,138020,4942420000,333.05,44213100,3650,22.59711799,null,0,6871,156460.6787,7138,66590200,0.891217,411848,28120.15625,11.48397409,1759,12701770.23,6342,138082000,3.2,1750230,14350,37.78876462,null,0,20.08,7,497546.847,65848255180,0,66,42
98,11/16/15,41,1,1,781662483,154018,4746070000,319.74,47980100,4425,26.4479043,null,7,6878,395085.8469,7407,67730700,0.906166,620945,27395.15625,10.26963597,1867,11652910.33,5371,132419000,3.07,1578010,14225,48.75213495,null,0,18.16,18,474633.5053,65848255180,0,82,108
99,11/17/15,36,1,0.1,552050373.2,156433,4905260000,330.36,51001600,4000,26.28149806,null,14,6892,1070401.114,7115,69157900,0.924948,1145440,27793.59375,9.596829651,1901,7820097.2,5916,137815000,3.19,1607020,13950,48.91750322,null,0,18.84,39,576106.8755,65848255180,0,72,234
100,11/18/15,41,1,1,607630940.4,168256,4969330000,334.59,43783800,3525,28.47682441,null,0,6892,197659.9897,7330,74287700,0.993214,681104,27252.03125,10.3214754,1859,8755762.764,7166,138228000,3.2,1425920,14175,70.88295851,null,0,16.85,16,527006.8577,65848255180,0,82,96
101,11/19/15,40,1,1,635544733.6,154459,4971880000,334.68,45011100,3475,25.57031539,null,8,6900,271338.0216,8834,73976100,0.988713,443528,26563.4375,15.86393951,1864,8828977.871,5977,137943000,3.19,1448970,14150,50.14741666,null,0,16.99,11,458266.8327,65848255180,0,80,66
102,11/20/15,39,1,1,692347790.5,157783,4850170000,326.41,53152900,4125,26.21872324,null,0,6900,185962.0146,6328,71532500,0.955735,614335,25130.46875,11.98689924,1763,13668442.47,5178,135601000,3.14,1698240,13875,44.07104609,null,0,15.47,10,458266.8327,65848255180,0,78,60
103,11/21/15,35,1,1,469054508.5,153906,4787340000,322.09,28200500,4350,24.36154165,null,9,6909,124541.3117,6780,69535300,0.928758,455976,26782.1875,11.24491006,1710,8336650.499,6260,134839000,3.12,1057060,12875,41.53176011,null,0,15.47,6,520460.1886,65848255180,0,70,36
104,11/22/15,36,1,1,334225880.1,127878,4861340000,326.98,23439400,4325,22.69734216,null,2,6911,250851.8897,7053,73378800,0.979765,372173,26988.59375,11.24171533,2015,5760595.015,4784,136863000,3.16,1070770,11525,33.37182478,null,0,15.47,7,582653.5445,65848255180,0,72,14
105,11/23/15,40,1,1,379203804.6,141357,4823700000,324.35,27478900,3925,25.15112008,null,2,6913,662337.8645,8205,72484200,0.967493,441875,27272.34375,13.31608472,1738,9976427.081,5100,136062000,3.14,1389260,14725,36.31939453,null,0,15.62,8,569560.2064,65848255180,0,80,16
106,11/24/15,37,1,1,422681092.2,152942,4805160000,323.01,29362600,3925,25.44677535,null,4,6917,372556.8453,7107,70931100,0.946442,524195,26848.125,12.96649103,1820,14616284.07,5018,135523000,3.13,1510060,14575,49.69330134,null,0,15.93,10,523733.5231,65848255180,0,74,20
107,11/25/15,36,1,1,568269871.3,155611,4762230000,320.05,41666900,3875,26.04052943,null,2,6919,168352.5214,7074,67010200,0.893827,622991,26471.875,12.45963099,1710,11744763.29,6007,134853000,3.11,2877300,12925,52.80061155,null,0,15.19,8,549490.4932,72722780643,0,72,16
108,11/26/15,38,1,1,655683746,163276,4886330000,328.3,106105000,4200,29.09844144,null,2,6921,837964.09,7262,64740900,0.863273,947473,26538.4375,9.30701048,1804,27599554.43,8671,145182000,3.35,8700000,11450,38.1122747,null,0,15.19,1,556720.6312,72722780643,0,76,2
109,11/27/15,37,0.1,1,719388882.4,152876,5238500000,351.86,55179100,3425,25.34761188,null,1,6922,598994.4441,6628,66174600,0.8821,403813,27886.875,9.399192619,1660,10478236.75,5859,156052000,3.6,2780650,13675,24.39881248,null,0,15.12,6,585641.1835,72722780643,0,74,12
110,11/28/15,34,0.1,1,691924162.8,172398,5318300000,357.14,36816600,3800,27.78487646,null,2,6924,104774.6048,6801,65147000,0.868102,462464,27201.09375,14.56713057,1651,11234002.38,6455,154978000,3.58,1691790,15075,21.60292366,null,0,15.12,5,538645.2861,72722780643,0,68,10
111,11/29/15,35,1,1,420357680.9,125573,5324610000,357.47,40409300,3800,21.01932131,null,2,6926,173995.4052,6830,68625100,0.914144,448358,27350.9375,9.090792117,1666,9449229.059,6818,153251000,3.53,2720390,16400,21.83029753,null,0,15.12,7,527800.079,72722780643,0,70,28
112,11/30/15,41,1,1,847592264,178927,5534000000,371.44,71701600,3800,33.38943985,null,1,6927,207334.5475,8966,66080400,0.879951,784439,27360,20.81575154,1782,15214369.22,6278,158950000,3.66,3339320,17225,34.37084576,null,0,16.13,12,567565.8383,72722780643,0,82,48
113,12/1/15,39,1,1,923177143.6,183717,5624580000,377.41,60452200,4750,32.59820472,null,2,6929,195994.7831,6753,65980000,0.878316,652857,27542.8125,13.07438894,1763,21472852.18,6376,157352000,3.63,2841630,15425,46.26590436,null,0,14.67,8,542260.3551,72722780643,0,78,32
114,12/2/15,36,1,1,867739149.4,179176,5394070000,361.85,54160500,3825,31.53978901,null,1,6930,257351.0216,6471,65615700,0.873171,506307,26007.03125,11.43812253,1673,12652635.08,5371,148937000,3.43,2452500,18700,50.90116904,null,0,15.91,15,694093.2545,72722780643,0,72,60
115,12/3/15,37,1,1,708343240.4,168551,5358040000,359.33,50714900,3525,31.02718481,null,1,6931,181143.2841,6938,61530500,0.818546,539969,28063.28125,10.66607761,1758,16173603.08,4769,145343000,3.35,1943430,16150,63.41932237,null,0,18.11,10,531415.148,72722780643,0,74,40
116,12/4/15,37,0.1,1,899734592.7,166304,5388110000,361.26,35784100,3700,27.47687376,null,2,6933,136370.595,6823,61065700,0.812082,241278,26679.375,12.37234232,1742,11900874.78,4352,146942000,3.38,1333170,13575,44.12509782,null,0,14.81,7,520569.9409,72722780643,0,74,28
117,12/5/15,34,1,1,1702919109,195753,5426180000,363.72,66282200,4250,32.36317317,null,2,6935,121090.5238,6724,63276000,0.841195,232743,26581.875,13.08482451,1716,13911972.7,6067,146450000,3.37,2664550,14550,53.2092933,null,0,14.81,2,607331.5977,72722780643,0,68,8
118,12/6/15,36,0.1,1,2083410028,173233,5813290000,389.56,77762000,4050,29.3278173,null,1,6936,207369.5215,8945,65194900,0.866417,443608,26255.78125,17.14740422,2006,15352770.52,6435,153258000,3.53,4063170,14100,78.05212961,null,0,14.81,5,621791.8738,72722780643,0,144,10
119,12/7/15,40,0.1,1,1142086725,190705,5821140000,389.98,63455800,3900,32.89073721,null,3,6939,377754.6268,7090,62950900,0.836322,520409,26718.90625,9.642772252,1952,19371245.26,9513,150138000,3.45,4210900,13075,37.3758004,null,0,15.84,4,621791.8738,72722780643,0,160,8
120,12/8/15,47,1,1,1096739000,194842,5908810000,395.75,57801400,4075,32.59104008,null,3,6942,142951.3058,6657,60690400,0.806024,445903,26312.5,9.146200894,1757,11261655.8,6201,158672000,3.65,2744880,14125,49.03811986,null,0,17.6,12,593762.3031,79102380900,0,188,24
121,12/9/15,100,1,1,1469630955,217737,6189620000,414.44,90917200,4250,36.58928204,null,4,6946,202087.3428,6963,62098400,0.824454,624221,28324.0625,10.13698943,1748,18533044.1,7136,160252000,3.68,4506800,14725,57.48580782,null,0,19.61,6,625219.9086,79102380900,0,400,12
122,12/10/15,66,1,1,1294696079,213886,6244360000,417.99,52138900,5150,35.6515336,null,1,6947,172508.9267,7388,59945000,0.79559,369589,27477.34375,11.34093504,1779,13043510.59,5910,159735000,3.67,2538190,15400,45.95905016,null,0,19.34,7,695999.5209,79102380900,0,264,14
123,12/11/15,53,1,1,1410502821,208012,6206150000,415.28,110944000,4200,39.97202893,null,3,6950,268100.8568,8051,63312400,0.839995,801072,27022.8125,16.85244379,1787,17944609.64,6157,159938000,3.67,5086460,15600,51.64971347,null,0,24.39,7,770711.3338,79102380900,0,212,14
124,12/12/15,51,1,2,1501585812,211090,6761730000,452.33,131969000,4225,41.45804451,null,2,6952,452377.8319,8170,70210000,0.931196,1376280,27206.5625,23.12314318,2152,27019093.8,9047,167378000,3.84,6201500,15350,100.9940192,null,0,24.39,3,688135.1195,79102380900,0,204,6
125,12/13/15,44,1,2,2124327147,187571,6454430000,431.66,55050600,3650,33.13209983,null,7,6959,314251.884,7334,73276400,0.971538,273614,27907.34375,18.73210971,1967,17563545.39,5837,156708000,3.6,3218570,14550,62.06146603,null,0,24.39,6,656677.514,79102380900,0,132,12
126,12/14/15,44,1,2,1971999380,225899,6480070000,433.27,130496000,4550,40.07638804,null,4,6963,295321.0774,15478,72176400,0.95662,563436,26708.59375,74.65243956,2186,14967214.79,7548,158529000,3.64,3011480,14525,91.0568436,null,0,22.73,7,585897.9018,79102380900,0,132,14
127,12/15/15,50,1,1,1805371420,223069,6640850000,443.88,83121100,4700,38.94372174,null,1,6964,530148.9963,21062,74764100,0.990589,578618,27014.53125,114.4078583,2164,22810077,7964,157776000,3.62,5124770,13575,133.9862885,null,0,20.95,7,692067.3202,79102380900,0,150,14
128,12/16/15,48,1,1,1956478569,221250,6962090000,465.21,107944000,4225,38.6719536,null,3,6967,1487848.805,10272,76791600,1.02,320767,26457.34375,44.21678187,2153,14321220.58,9495,167443000,3.84,3628690,13825,134.4601324,null,0,17.86,5,758914.7318,79102380900,0,144,10
129,12/17/15,41,1,1,1830691357,223666,6807850000,454.78,47978400,4000,38.35044828,null,1,6968,436395.4726,9507,74999300,0.993043,640765,26883.125,32.40107521,2402,14956508.55,5178,161615000,3.7,2244680,14125,96.97736892,null,0,18.94,7,660609.7147,79102380900,0,123,14
130,12/18/15,44,1,1,1754799755,214475,6825640000,455.85,60220100,4150,37.79342852,null,3,6971,222673.0108,8920,70890600,0.938327,300787,26671.5625,32.18142145,2184,15084455.64,3646,163728000,3.75,2642590,15000,93.23746731,null,0,20.7,2,625219.9086,79102380900,0,132,4
131,12/19/15,37,1,1,1689509126,215122,6942950000,463.55,47892700,3900,35.76634127,null,1,6972,209991.8681,9304,69644200,0.921524,343535,26694.53125,28.51623093,2188,9858106.32,4551,164389000,3.77,1480630,15650,65.50920252,null,0,20.7,5,629152.1093,79102380900,0,111,10
132,12/20/15,38,1,1,1723305104,189537,6925030000,462.23,75409400,4000,32.19075687,null,0,6972,186639.5987,9852,68663100,0.90824,472164,26436.09375,34.42717002,2209,10018755.21,4538,163373000,3.74,2853130,14150,81.31810628,null,0,20.7,2,720030.5864,93448670796,0,114,4
133,12/21/15,40,1,1,2194242915,224027,6636280000,442.84,77639700,3850,40.9048616,null,0,6972,212202.9117,12003,68521200,0.906065,549113,26457.8125,39.119194,2315,29413655.43,6111,154934000,3.55,2244460,14125,279.527016,null,0,18.7,7,785065.6071,93448670796,0,120,14
134,12/22/15,39,0.1,1,2006436223,222275,6556960000,437.44,50840400,3450,38.05267456,null,0,6972,212682.9644,21004,67704600,0.894973,454249,27374.375,59.16252572,2312,7129002.276,3509,151163000,3.46,1366080,13925,88.63737692,null,0,16.6,6,715385.2278,93448670796,0,117,12
135,12/23/15,44,1,1,1875386055,217656,6547850000,436.72,47161400,4125,39.67740897,null,1,6973,123611.7522,22711,65215800,0.861782,334993,27399.375,81.42599075,2215,27549158.47,5943,150056000,3.43,2274490,12975,210.4377721,null,0,15.57,7,654995.5657,93448670796,0,132,14
136,12/24/15,40,1,2,2021905784,225838,6645120000,443.09,57157200,3675,39.56908519,null,2,6975,107067.4719,13480,65060000,0.859433,354646,26686.5625,45.75463786,2235,20059970.58,4500,157004000,3.59,2530790,15800,188.3860109,null,0,15.74,7,766484.1726,93448670796,0,120,14
137,12/25/15,36,1,1,1729306465,184080,6823120000,454.86,39078500,3650,30.308073,null,0,6975,59140.38977,9505,65275400,0.861993,187114,26803.59375,26.5940593,2159,7421902.307,3134,159629000,3.65,1628860,16025,84.01004233,null,0,15.74,16,692158.4347,93448670796,0,108,32
138,12/26/15,40,1,1,1164813796,173494,6838480000,455.76,116166000,4500,30.27641362,null,1,6976,126471.2118,10694,65961900,0.870766,425282,26560.15625,31.29618519,2284,18370057.19,3629,159347000,3.64,3880050,15500,99.76114132,null,0,15.74,6,622478.0553,93448670796,0,120,12
139,12/27/15,40,0.1,2,488878516.9,155933,6251440000,416.51,53591200,5100,26.28569728,null,0,6976,67737.44213,21856,64650000,0.853166,164565,26853.75,86.63434503,2215,12820167.57,4627,149735000,3.42,2048800,13250,114.9812162,null,0,15.74,5,864036.7037,93448670796,0,80,10
140,12/28/15,41,1,1,681432582.8,171347,6356100000,423.34,49638600,3825,30.74762517,null,1,6977,378461.0367,12325,64913200,0.856356,235134,27057.96875,36.40049069,2423,8589009.725,3659,152300000,3.48,1647170,14725,99.8208047,null,0,16.91,4,905844.9313,93448670796,0,82,8
141,12/29/15,41,0.1,2,619370574.2,183862,6339010000,422.1,51596500,3775,31.41171395,null,0,6977,241549.406,11292,63985600,0.843835,215742,26661.09375,33.18921105,2393,7617006.389,4580,152035000,3.47,2161460,13475,97.6889726,null,0,16.08,4,747902.7381,93448670796,0,82,8
142,12/30/15,35,0.1,1,523201301,184309,6508960000,433.3,46889400,4450,32.36783273,null,0,6977,188128.8338,21716,66314200,0.874258,604078,26736.25,76.132284,2363,9101273.257,4005,153896000,3.51,2202460,13850,116.3899106,null,0,17.29,5,706094.5105,93448670796,0,70,10
143,12/31/15,36,1,1,462542353.9,159973,6399190000,425.88,45996600,3500,26.14298329,null,1,6978,355305.0726,10257,69207400,0.912098,663994,26908.28125,25.06732465,2578,6897681.284,3567,151635000,3.46,2667620,14500,111.5660864,null,0,18.21,8,803647.0416,93448670796,0,72,16
144,1/1/16,62,0.1,2,375435509.9,118925,6473530000,430.72,36278900,3375,19.0413107,null,1,6979,321708.3749,8206,70870900,0.933712,206062,26070.3125,15.65089494,2350,7019798.343,2772,152570000,3.48,2791170,13850,80.80480984,null,0,18.21,37,743604.4442,1.04E+11,0,124,74
145,1/2/16,62,1,2,314702678.9,147593,6533630000,434.62,30096600,3450,30.80861565,null,3,6982,245604.1973,9140,71933100,0.947401,255504,27383.90625,19.35979081,2410,6209994.408,4942,154187000,3.52,3020260,13600,127.0339626,null,0,18.21,44,697129.1664,1.04E+11,0,124,88
146,1/3/16,61,1,2,333611160.6,140086,6519500000,433.58,39633800,3700,23.68466419,null,1,6983,347988.6065,9248,71275900,0.93843,407632,27675.78125,19.44831668,2454,5976669.164,3261,153739000,3.5,2406150,14950,81.33542989,null,0,18.21,34,707457.0059,1.04E+11,0,183,68
147,1/4/16,67,1,2,394804446.8,172545,6468180000,430.06,38477500,4400,29.75626898,null,2,6985,149811.5481,9425,73853900,0.972045,346245,27420.625,21.3104319,2538,4885370.957,5205,152699000,3.48,3309740,15000,134.6218982,null,0,20.7,48,769424.0429,1.04E+11,0,201,96
148,1/5/16,66,1,2,474970993.9,187834,6515380000,433.07,34522600,4025,33.1831256,null,2,6987,987732.1151,16380,72442400,0.953147,219833,27839.21875,60.3564445,2534,5826437.759,3574,153319000,3.49,2104650,14875,80.26842541,null,0,19.34,71,903685.9565,1.04E+11,0,198,142
149,1/6/16,68,2,2,573814884.5,177512,6498830000,431.86,34042500,3575,30.33630862,null,2,6989,248781.8224,17007,72229700,0.950028,308791,27625.46875,66.53391845,2645,10253880.5,3469,152276000,3.47,2208860,15475,76.45703895,null,0,20.59,26,841718.9194,1.04E+11,0,204,52
150,1/7/16,75,1,2,614457023.1,179490,6472580000,430.01,87562200,3500,35.16546278,null,2,6991,334745.2418,22025,72692900,0.955801,647462,27022.1875,65.5065476,2683,18046837.52,4522,151582000,3.45,4560680,13350,168.3920145,null,0,24.99,42,702293.0862,1.04E+11,0,225,84
151,1/8/16,72,1,3,500012036.4,186658,6888600000,457.54,56993000,4425,34.27362066,null,1,6992,185057.495,10891,71724000,0.942752,545600,27996.71875,26.04950754,2610,28881985.41,6610,158077000,3.6,3277990,14550,237.0028314,null,0,27.01,46,743604.4442,1.04E+11,0,216,92
152,1/9/16,67,1,1,338452923.8,181956,6828000000,453.38,32278000,3825,30.23387022,null,1,6993,207720.1285,11692,75001800,0.985501,226281,27595.78125,39.30051752,2624,43469399.73,6992,157142000,3.57,2934720,14475,333.7261311,null,0,27.01,21,903685.9565,1.04E+11,0,201,42
153,1/10/16,62,1,2,443544112.2,159750,6752210000,448.24,35995900,4375,28.19834138,null,1,6994,138866.8514,10255,75031200,0.985557,390888,27287.96875,26.32605277,2797,23826909.58,5338,156524000,3.56,2462000,14825,278.6813483,null,0,27.01,14,821063.2404,1.04E+11,0,186,28
154,1/11/16,69,2,2,561283021.6,183733,6761090000,448.7,40450000,4175,34.56465121,null,5,6999,504162.0456,10846,76096500,0.999216,1011920,27005.15625,25.51356511,2950,22573554.5,7533,155131000,3.53,2931030,14575,237.3799003,null,0,24.3,34,877866.3577,1.04E+11,0,207,68
155,1/12/16,65,2,1,490491738.5,196545,6755220000,448.18,115607000,4375,34.83628058,null,0,6999,1059789.476,10824,81217300,1.07,2898760,25900.78125,25.63072227,2986,9511428.563,3680,156360000,3.55,4566050,16450,100.700839,null,0,22.47,28,877866.3577,1.04E+11,0,195,56
156,1/13/16,70,2,2,526828357.2,187402,6553350000,434.67,173888000,3775,34.12021575,null,2,7001,482477.3466,17634,86530000,1.14,1005910,26535.3125,60.31260944,2815,18595511.69,4699,153644000,3.49,6745630,14575,109.5458817,null,0,25.22,31,908849.8762,1.04E+11,0,210,62
157,1/14/16,63,2,2,467783784,185100,6519110000,432.29,43945500,3275,32.35908553,null,1,7002,372400.0461,10617,85539300,1.12,751961,26919.21875,26.77617641,2752,11499333.71,3222,152853000,3.47,2044890,13650,81.96790413,null,0,23.95,47,862135.5394,1.13E+11,0,189,94
158,1/15/16,95,2,2,629213816.1,186575,6489870000,430.25,153351000,3125,35.70690107,null,1,7003,1115559.387,9827,90321700,1.18,3910550,26797.34375,23.16012422,3125,27720589.32,3710,152598000,3.46,5117640,14000,90.1239935,null,0,27.02,58,743803.2105,1.13E+11,0,285,116
159,1/16/16,100,3,2,521306077,189270,5507790000,365.07,120352000,3550,34.93814198,null,1,7004,696879.8975,10622,93099400,1.22,2462630,26523.125,22.65025706,2665,21708885.1,4838,130687000,2.97,4170270,14350,84.6740589,null,0,27.02,32,693089.3552,1.13E+11,0,300,64
160,1/17/16,75,2,1,2878714363,193998,5842270000,387.15,45319600,3475,34.10926519,null,2,7006,452570.1856,9707,93207300,1.22,1171150,26599.84375,17.0397022,2578,12535081.12,5579,136090000,3.09,1905660,13775,73.97191637,null,0,27.02,21,783247.3201,1.13E+11,0,225,42
161,1/18/16,78,2,2,3981136428,216669,5761940000,381.73,54403900,4275,39.70424968,null,0,7006,3013698.201,12883,101699000,1.33,4278930,26620.15625,30.91880998,3050,8117943.379,5612,133145000,3.02,2304070,15375,69.51432271,null,0,27.02,35,783247.3201,1.13E+11,0,234,70
162,1/19/16,75,3,3,3216533501,196480,5843510000,387.03,46819800,3675,38.94147921,null,1,7007,1761829.187,13383,108628000,1.42,2446740,26092.8125,35.57695823,2845,5600865.503,3292,134431000,3.05,1626900,14050,71.80308354,null,0,26.05,28,986102.7412,1.13E+11,0,225,56
163,1/20/16,84,3,2,2194693974,205023,5734760000,379.74,121720000,3825,47.8854867,null,5,7012,816295.2625,10549,104124000,1.36,2933220,26542.5,19.01349187,3350,12599219.09,5007,133024000,3.01,4438610,14500,81.77771852,null,0,27.59,38,839596.0482,1.13E+11,0,252,76
164,1/21/16,71,2,3,2170293806,207584,6338800000,419.63,68338000,3175,45.23863703,null,7,7019,757377.6744,10636,117111000,1.53,1614960,25919.21875,20.29597583,2901,16436564.9,4186,149373000,3.38,3665110,13425,82.39108301,null,0,26.69,19,822691.4298,1.13E+11,0,213,38
165,1/22/16,72,3,1,1732195576,224245,6190940000,409.75,91546600,4375,49.17990696,null,2,7021,1424488.233,13752,118244000,1.55,1567240,26255,31.18132507,2977,12866257.17,4068,142657000,3.23,3589150,14875,98.16795246,null,0,22.34,63,755072.9561,1.13E+11,0,216,126
